Unnamed: 0,Text,Source
33,fund commun programm engag youth solut address covid 19 conven global youth summit key featur new mobil new ground break global youth mobil launch today invest scale youth led solut engag respons covid 19 initi launch allianc world largest youth movement organ togeth world health organ unit nation foundat global youth mobil gener disrupt led big 6 youth organ young men christian associ ymca world young woman christian associ ywca world organ scout movement world associ girl guid girl scout intern feder red cross red crescent societi ifrc duke edinburgh intern award togeth activ involv 250 million young peopl aim support young peopl engag design effort turn around impact pandem global youth mobil featur conven global youth summit april 2021 fund u 5 million support local nation youth organ includ grant youth led solut acceler programm scale exist respons effort leadership big 6 youth organ around world call govern busi polici maker back global youth mobil effort commit invest futur young peopl measur directli support young peopl engag grassroot level tackl press health societ challeng result pandem honour join truli excit power global movement mobil empow youth worldwid drive forc recoveri covid 19 said dr tedro adhanom ghebreyesu director gener join forc big 6 unit nation foundat provid world uniqu opportun learn hundr million young peopl guid sustain solut help commun build back better pandem direct health impact pandem young peopl gener le sever disproportion affect long last consequ pandem effect includ disrupt educ econom uncertainti loss lack employ opportun impact physic mental health trauma domest violenc exampl mental anxieti brought covid 19 identifi nearli 90 per cent young peopl 1 billion student almost everi countri impact school closur 1 6 young peopl worldwid lost job pandem time young peopl also drive chang implement solut respons covid 19 take action commun base intervent voluntari servic act first respond deliv food suppli need global youth mobil draw attent urgent need solut support young peopl highlight critic leadership role young peopl play commun counter effect pandem proud team provid opportun fund help million young peopl across globe respond local challeng relat covid 19 commun said leadership big 6 joint statement mobil provid direct financi programmat support youth organ nation intern level believ young peopl solut solv problem provid global youth platform combin nation activ youth project unleash skill enthusiasm desir young peopl forc good commun support covid 19 solidar respons fund power unit nation foundat global youth mobil featur strateg partnership newli launch youth council involv unit nation agenc well number high profil global partner brand advoc fifa younga bridgingthegap ventur creation youth council social medium influenc includ influenti platform initi develop consult young peopl across globe youth led commun driven evid base inclus diver commun root meaning youth particip engag big 6 youth organ form 1996 big 6 youth organ allianc lead intern youth serv organ big 6 compris five largest youth movement world young men christian associ ymca world young woman christian associ ywca world organ scout movement wosm world associ girl guid girl scout waggg intern feder red cross red crescent societi ifrc lead programm youth develop duke edinburgh intern award award togeth big 6 activ involv excess 250 million young peopl contribut empower 1 billion young peopl last centuri inform visit www bigsix org respons uniqu challeng face young peopl today coincid launch global youth mobil big 6 also publish new polici paper young peopl champion post pandem futur paper joint call action behalf 250 million child young peopl make big 6 youth organ includ recommend concern educ employ mental health digit inclus read full report call action bigsix org world health organ world health organ provid global leadership public health within unit nation system found 1948 work 194 member state across six region 149 offic promot health keep world safe serv vulner goal 2019 2023 ensur billion peopl univers health coverag protect billion peopl health emerg provid billion peopl better health wellb updat covid 19 public health advic protect coronaviru visit www int follow twitter facebook instagram linkedin tiktok pinterest snapchat youtub twitch unit nation foundat unit nation foundat bring togeth idea peopl resourc help unit nation drive global progress tackl urgent problem hallmark collabor last chang innov address human greatest challeng learn www unfound org covid 19 solidar respons fund support world health organ partner global respons covid 19 unit nation foundat help launch covid 19 solidar respons fund rais 238 million lifesav work around world prevent detect respond covid 19 learn covid 19 solidar respons fund power unit nation foundat www covid19responsefund org,https://www.who.int
34,covid 19 pandem underscor import invest system prevent detect respond infecti diseas outbreak first ever intern day epidem prepared held 27 decemb 2020 call unit nation gener assembl advoc import prevent prepared partnership epidem work close govern support effort build strong emerg epidem prepared system part overal approach advanc univers health coverag strengthen primari health care system messag director gener dr tedro adhanom ghebreyesu epidem prepared wise invest,https://who.int
35,2020 devast year global health previous unknown viru race around world rapidli emerg one top killer lay bare inadequaci health system today health servic region struggl tackl covid 19 provid peopl vital care anoth blow pandem threaten set back hard global health progress achiev past two decad fight infecti diseas exampl improv matern child health 2021 countri around world need continu battl covid 19 albeit knowledg effect tool evolv need move swiftli repair reinforc health system deliv tool address key societ environment issu result section popul suffer much partner side work help countri strengthen prepared pandem emerg remind import bring countri togeth involv whole govern health sector support build strong health system healthi popul 10 way,https://www.who.int
36,health film festiv film power way rais awar improv understand encourag action festiv aim contribut health promot educ health health film festiv invit independ film maker product compani public institut ngo commun student film school around world submit origin short film health festiv aim recruit new gener film video innov champion promot global health issu film competit categori 2021 main competit categori second health film festiv host align organ global goal public health submiss open 24 octob 2020 30 januari 2021 submit short film copyright owner film must choos one categori competit among three describ relat global health target set thirteenth gener programm work gpw13 univers health coverag uhc film mental health noncommunic diseas ncd uhc stori link communic diseas part emerg film mental health noncommunic diseas ncd uhc stori link communic diseas part emerg health emerg film health emerg instanc covid 19 ebola disast relief health war zone film health emerg instanc covid 19 ebola disast relief health war zone better health well film environment social determin health nutrit sanit pollut gender health promot health educ three grand prix categori candid submit short documentari fiction film 3 8 minut length short video specif craft social medium anim film 1 5 minut length describ categori addit juri nomin special prize list short list video receiv grand prix pool director gener choos three special prize winner grand prix elig special prize addit one special prize per candid special prize student produc film video 3 8 minut long produc student legal adult countri enrol formal educ includ audio visual film make school health educ film aim youth video 3 8 minut long produc specif educ goal video design specif social medium video 1 5 minut plea read film festiv applic rule detail use filmfreeway submiss plea click submit,https://who.int
37,nurs midwiv play vital role provid health servic peopl devot live care mother child give lifesav immun health advic look older peopl gener meet everyday essenti health need often first point care commun world need 9 million nurs midwiv achiev univers health coverag 2030 world health assembl design 2020 intern year nurs midwif join partner includ intern confeder midwiv icm intern council nurs icn nurs unit nation popul fund unfpa year long effort celebr work nurs midwiv highlight challeng condit often face advoc increas invest nurs midwiferi workforc,https://who.int
38,extraordinari virtual meet strateg advisori group expert immun sage held tuesday 05 januari 2021 propos recommend use covid 19 vaccin regist particip meet invit meet meet plan take virtual onlin confer meet materi materi meet provision list particip background document made avail nearer time background materi,https://www.who.int
39,scope purpos world health organ envis world everi pregnant woman newborn receiv qualiti care throughout pregnanc childbirth postnat period import nutrit recogn part care comprehens implement plan matern infant young child nutrit approv 65th world health assembl part uniqu norm function health recommend antenat care posit pregnanc experi develop includ 14 recommend relat nutrit guidelin develop 2016 relev pregnant woman adolesc girl receiv antenat care health care facil commun base set 2017 execut guidelin steer group gsg matern perinat health recommend priorit updat four 14 nutrit recommend calcium supplement zinc supplement vitamin supplement multipl micronutri supplement updat guidanc calcium supplement publish 2018 1 multipl micronutri vitamin supplement publish 2020 2 3 current updat guidanc use zinc supplement pregnanc updat evid review conduct zinc supplement discus guidelin develop panel meet videoconfer use zoom 13 januari 2021 main object panel meet present evid inform updat recommend antenat care guidelin zinc supplement draft updat recommend zinc recommend consid benefit harm valu prefer feasibl equiti ethic accept resourc requir factor appropri defin implic research gap discus consider implement recommend necessari 1 recommend calcium supplement pregnanc prevent pre eclampsia complic geneva world health organ 2018 licenc cc nc sa 3 0 igo 2 antenat care recommend posit pregnanc experi nutrit intervent updat multipl micronutri supplement pregnanc geneva world health organ 2020 licenc cc nc sa 3 0 igo 3 antenat care recommend posit pregnanc experi nutrit intervent updat vitamin supplement pregnanc geneva world health organ 2020 licenc cc nc sa 3 0 igo,https://www.who.int
40,autocomplet result avail use arrow review enter select,https://www.who.int
41,goal build better healthier futur peopl region,http://www.emro.who.int
42,cairo egypt 15 decemb 2020 despit remark gain health past decad world track achiev health relat target sustain develop goal sdg peopl especi margin left behind covid 19 pandem set progress back even landmark move 12 multilater health develop humanitarian agenc eastern mediterranean middl east north african region virtual launch region health allianc partnership aim support countri acceler progress toward health relat sdg facilit implement global action plan healthi live well partnership base firm commit made agenc harmon intern strategi polici approach ensur mutual account strengthen collabor countri seven acceler theme primari health care sustain financ health commun civil societi engag determin health innov program fragil vulner set research develop innov access data digit health ensur gender equal fundament human right cut across seven theme region offic eastern mediterranean inspir region vision 2023 health initi region health allianc strengthen collabor foster new way work operation global action plan build success exist partnership region health allianc partner agenc abl strengthen collect support countri improv health well popul region health central place sdg 3 ensur healthi live promot well age 13 target almost global sdg relat health contribut health indirectli includ end poverti reduc inequ ensur univers access sexual reproduct health care servic achiev gender equal grow economi protect environ promot peac inclus societi region diver complex polit polar conflict natur disast ad alreadi high burden mortal morbid stronger collabor partnership contribut reach better health destin agenc made four specif core commit global action plan 1 engag countri better identifi prioriti plan implement togeth 2 acceler progress countri joint action specif acceler theme gender equal deliveri global public good 3 align support countri harmon oper financi strategi polici approach 4 account review progress learn togeth enhanc share account allianc host compris region offic joint unit nation programm hiv aid unaid unit nation develop programm undp unit nation popul fund unfpa unit nation child fund unicef unit nation entiti gender equal empower woman un woman world bank group world food programm wfp signatori global action plan well intern organ migrat iom unit nation educ scientif cultur organ unesco un refuge agenc unhcr intern telecommun union itu meanwhil implement joint activ engag addit health develop partner includ civil societi organ one object global action plan facilit deliveri align coordin technic support nation plan strategi countri led repres differ countri region also particip virtual launch event along repres 12 agenc leagu arab state commun organ inform contact mona yassin medium commun offic region offic eastern mediterranean tel 202 22765020 21 email mail address protect spambot need javascript enabl view,http://www.emro.who.int
43,23 decemb 2020 almost year pas sinc covid 19 pandem start spread across world put million live risk present unpreced challeng health system aggrav alreadi weaken countri economi health facil overwhelm health care workforc face global shortag capac resourc person protect equip make vulner group fight new threat dr ahm madi pulmonolog consult cairo egypt chest hospit director health isol hospit al ajami tragic die covid 19 august photo courtesi article19 lie bed intens care struggl breath suffer terribl pain eat away everi part bodi noth left connect pipe hose watch gaze fellow doctor nurs fear hope see rapid turbul movement equip ventil sharp drop oxygen blood said dr ahm madi pulmonolog consult chest hospit egypt hospit bed test posit covid 19 know failur respiratori system begin road inevit end end seen doctor respons treat diseas clearli see end hope speedi end moment separ god protect famili child miss much ad dr madi die day deliv messag co worker heart thought famili lost love one loss loss entir region health staff work complex set world acknowledg valu dedic commit said dr richard brennan director health emerg compound threat face health worker eastern mediterranean region eastern mediterranean region mani health worker alreadi face consider risk covid 19 ad new layer complex challeng face beyond work conflict zone insecur set risk direct indirect attack health worker expo addit threat countri region continu report increas number covid 19 confirm case among popul risk face health worker also rise wish desper covid 19 reach yemen alreadi suffer cholera diphtheria dengu malaria malnutrit compound ongo conflict destroy alreadi weak health system said khalid moham laboratori technician central laboratori sana ye afraid health famili help never stay asid work tirelessli 24 hour run covid 19 test least ad health worker repres le 3 popul countri le 2 almost low middl incom countri around 14 covid 19 case report among health worker countri proport high 35 thousand health worker infect covid 19 lost live global despit challeng risk health care worker across region continu work put greater good first exampl u said dr brennan yemen offici number releas health author indic 407 infect among health care worker 2087 confirm covid 19 case announc 13 decemb 2020 covid 19 left yemen health care worker frontlin sever pressur put live risk save live peopl seen mani doctor fall sick admit ventil monitor wors die hardest thing wit said sami al hajj young doctor work scienc technolog hospit sana 1 octob 15 decemb alon jordan report death 23 doctor highest number sinc start pandem sad pain death constel hero stood first line defenc pandem said bisher al khasawneh jordan prime minist social medium azizullah asghari nurs icu unit afghan japan hospit afghanistan whose mother infect covid 19 test posit death left big loss begin covid 19 pandem one readi work afghan japan hospit design covid 19 patient kabul limit resourc avail protect health worker risk high said mr azizullah asghari icu nurs afghan japan hospit kabul afghanistan number patient increas daili decid take risk start work nurs intens care unit help patient sever critic condit soon becam infect famili includ mother also test posit lost mother 42 year old underli condit still explain mother death felt soul wound deeper lose love one like want stand peopl tri save love one commit made graduat love peopl encourag continu work afghan japan hospit serv patient even energi among thousand health worker region polio programm support covid 19 respons almost 256 polio staff infect three lost live make sure health care worker protect physic mental health worker highest group risk infect due frequent close contact suspect confirm covid 19 patient global shortag person protect equip also made health worker soft target access person protect equip may well train enough use properli weak infect prevent control measur health facil treat covid 19 patient also increas risk exposur infect mani health worker infect hospit health facil also infect due exposur viru commun set includ household contract covid 19 risk health worker face mani frontlin worker close contact infect patient health worker sometim discrimin potenti carrier diseas expo stigma sometim violenc understand fear health care worker justifi fear given deterior health situat peopl need u experi urg fellow doctor work togeth support challeng time surviv pandem said sami al hajj scienc technolog hospit sana expo level ill death never seen health worker also risk psycholog emot disturb ill even death pandem take toll mental health health care worker health partner work hard make sure one left behind frontlin health worker support mental health packag provid practic guidanc advic help cope pressur face despit global shortag person protect equip health partner scale deliveri 15 decemb 2020 total 290 shipment person protect equip kit ship 6 countri region region logist hub dubai along medicin equip support covid 19 respons also health partner support train health care worker across region infect prevent control guidanc reduc risk viru spread health care set also offer free cours open platform train health worker use ppe ipc measur properli,http://www.emro.who.int
44,20 decemb 2020 12 decemb 2020 line global celebr univers health coverag uhc day world health organ somalia join feder govern somalia unit nation child fund unicef unit nation popul fund unfpa rais awar import achiev uhc fragil vulner state aim ensur health across countri everyon everywher event host mogadishu feder ministri health human servic somalia support key repres feder govern feder member state member parliament govern agenc intern donor commun civil societi repres unit nation agenc particip aim event rais awar need build strong resili health system somalia mark anniversari unit nation histor unanim endors uhc 2012 call countri provid afford qualiti health care everi person everywher 74 2 befit theme 2020 uhc day health protect everyon event preced discus uhc road map somalia progress achiev date govern unit nation agenc civil societi could work togeth improv health servic deliveri ensur access care well build stronger health system countri recov pandem coronaviru diseas covid 19 event dr fawziya abikar nur feder minist health human servic somalia said uhc would strengthen health system particularli wit impact health emerg covid 19 social econom develop countri dr fawziya abikar nur feder minist health human servic somalia behalf unit nation agenc somalia act unit nation resid coordin resid repres undp mr jocelyn mason spoke occas repres somalia dr mamunur rahman malik emphas uhc day remind health remain right everyon health care afford access everi citizen everi countri dr malik remind increas public financ monitor pocket catastroph expenditur govern ownership critic achiev uhc repres somalia dr mamunur rahman malik repres also emphas health servic fragil state like somalia design organ way made health care access vulner popul especi intern displac person idp refuge migrant peopl live disabl often margin exclud social safeti net concept uhc came inspir follow initi unit nation resolut pas 2015 make progress toward 2030 agenda sustain develop 70 1 unit nation gener assembl conven high level meet uhc 23 septemb 2019 held theme univers health coverag move togeth build healthier world meet aim acceler progress toward uhc particularli regard financi risk protect access afford qualiti essenti health care servic effort leav one behind field health take opportun build back better 2020 respons swiftli spread covid 19 pandem somalia feder govern somalia partner launch urgent robust respons ensur countri abl test track monitor care case covid 19 take account lesson learn best practic use curb spread covid 19 govern partner agre use respons pandem opportun build back better recov better stronger sinc primari health care backbon uhc intervent strengthen access health commun household level priorit renew commit uhc speak behalf unit nation agenc particularli unicef unfpa resid repres undp act unit nation resid coordin mr jocelyn mason reiter un system would redoubl effort support govern somalia vision desir achiev uhc countri also announc 3 point plan unicef unfpa somalia partner commit 2021 take meaning stride toward uhc 3 agenc princip signatori global action plan healthi live well pledg work togeth improv health 3 critic area pivot reduc death prevent caus especi among child woman countri first 3 agenc plan scale avail oxygen primari health care level leverag covid 19 respons intervent save live least 20 30 estim 15 000 child age 5 lose live pneumonia everi year intervent also contribut unicef integr global action plan prevent diarrhoea pneumonia 2025 scale avail oxygen also improv emerg obstetr care across countri second honour health personnel somalia given 2021 design intern year health care worker unicef unfpa invest readi educ learn health workforc particularli health worker midwiv commun level invest potenti chang health situat public privat health system human right somalia forev midwiferi particular provid strong opportun impact health well woman child third 3 agenc strive ensur everi child immun common prevent childhood diseas immun basic pillar child surviv strategi end diseas outbreak somalia made progress immun coverag past 5 year vulner child live urban remot rural nomad commun miss regularli furthermor 2020 health demograph survey report somalia indic 11 child age 12 23 month receiv basic vaccin intensifi cold chain expans commun engag outreach servic part newli updat essenti packag health servic meant situat turn around effort would also contribut success reproduct health programm aim reduc high matern death countri pledg health protect sound like coloss undertak mean small feat howev partnership action achiev somalia begin new journey rebuild health system aftermath pandem behalf un dr malik urg health develop partner civil societi actor collabor forg strong partnership align work toward attain dream uhc somalia even fragil vulner set,http://www.emro.who.int
45,12 august 2020 12 august 2020 thank join u region press brief health situat respons beirut blast express sympathi lost love one injur peopl citi across entir countri still reel impact,http://www.emro.who.int
46,nan,http://www.emro.who.int
47,1 7 pakistan health servic academi visit rawalpindi monitor second round covid 19 seropreval survey better understand new diseas 2 7 iraq support germani covid 19 prevent awar rais campaign conduct import mask wear hand hygien social distanc 3 7 syrian arab republ unicef conduct 20 day awar campaign hom hama governor covid 19 prevent measur special attent mental health psychosoci support child affect humanitarian emerg 4 7 jordan fund eu trust fund health emerg project provid ministri health coba 6800 fulli autom system perform around 1300 covid 19 pcr test 24 hour enhanc test capac central laboratori 5 7 gaza strip support kuwait distribut five ventil support uk aid 70 000 swab local health author help maintain gaza capac detect manag covid 19 case 6 7 tunisia expert conduct 6 day mission ass situat made recommend ensur continu medic servic pandem,http://www.emro.who.int
48,global partner commit end paediatr aid come togeth call countri rapidli scale access optim child friendli hiv treatment infant child partner includ unit nation child fund world health organ unaid unit state presid emerg plan aid relief global fund fight aid tuberculosi malaria unitaid elizabeth glaser pediatr aid foundat clinton health access initi chai child live hiv continu left behind global aid respons 2019 53 950 000 1 8 million child live hiv age 0 14 year global diagnos treatment compar 68 adult 1 remain 850 000 child live hiv diagnos receiv life save hiv treatment two third miss child age 5 14 year routin attend tradit health facil engag commun famili peopl live hiv tuberculosi relat diseas offer famili servic need order find start treatment miss child estim 95 000 child die aid relat ill 2019 part due lack earli diagnosi hiv among infant child immedi linkag optim hiv treatment regimen untreat 50 infant infect hiv around time birth die age two year 1 unit state food drug administr recent gave tent approv first gener formul dolutegravir dtg 10 mg dispers tablet 2 approv result innov partnership unitaid chai viiv healthcar togeth gener supplier acceler timelin develop sever year approv quickli follow announc world aid day groundbreak agreement negoti unitaid chai reduc cost hiv treatment 75 child low middl incom countri dtg 10 mg dispers tablet avail cost u 4 50 90 count bottl 3 mean recommend prefer first line dtg base antiretrovir treatment avail afford child friendli gener formul young child infant young four week age weigh 3 kg 4 rapid transit optim treatment regimen combin improv hiv diagnosi child support measur help urgent reduc 95 000 prevent aid relat death child dtg base hiv treatment lead better outcom child dtg le like affect drug resist achiev viral load suppress sooner child friendli dispers tablet improv adher due lower pill burden easier administ factor help child achiev maintain viral load suppress gold standard measur effect hiv treatment dtg base treatment standard care adult start regimen infanc reduc need chang treatment matur childhood adolesc adulthood fewer regimen regimen chang simplifi manag health care improv stock manag reduc wastag recommend dtg base hiv treatment infant child sinc 2018 4 provid dose recommend infant child four week age 3 kg juli 2020 5 supplier indic abil meet global scale ambit accur forecast demand critic inform product plan deliveri timelin therefor critic nation programm start includ dtg 10 mg dispers tablet new procur plan review stock order exist non dtg treatment child share forecast hiv treatment procur partner supplier place order earli possibl partner commit support nation govern develop rapid transit plan exist suboptim hiv treatment dtg base treatment infant child includ advocaci polit commit mobil intern domest resourc new polici guidelin manag medicin suppli distribut stock train health care worker sensit engag affect commun ensur demand treatment literaci child live hiv caregiv order ensur rapid uptak new formul guidanc nation programm partner avail 5 chai hiv new product introduct toolkit dedic resourc help countri transit paediatr dtg 6 quot partner potenti true game changer child hiv said meg doherti director global hiv hepat sti programm must power help countri get new paediatr dtg 10 mg child need nation govern partner ground affect commun need work togeth find treat child infant whose live save new medicin said shannon hader unaid execut director programm new medicin cheaper effect child friendli current treatment infant young child need get clinic save live provid antiretrovir drug peopl live hiv core support nation hiv programm said peter sand execut director global fund fight aid tuberculosi malaria new afford child friendli hiv treatment tremend step forward improv save live vulner societi young child infect hiv commit support countri make fast transit new drug child low middl incom countri often wait year access medic adult hinder qualiti life even result prevent death proud work partner groundbreak agreement bring qualiti assur dispers dtg child record pace said philipp duneton unitaid execut director ensur access treatment transform live child live hiv help remain treatment save thousand live first time child live hiv low middl incom countri access first line antiretrovir medic time high incom countri said iain barton chief execut offic clinton health action initi partnership serv model remov barrier hinder develop paediatr formul deliv top line medic quickli afford persist treatment gap adult child prevent u achiev aid free gener said chip lyon presid chief execut offic elizabeth glaser pediatr aid foundat child live hiv around world urgent requir age appropri effect access formul approv dispers dtg moment step forward meaningless new formul quickli reach babi small child desper need elizabeth glaser pediatr aid foundat commit support acceler roll uptak deliveri new optim paediatr antiretrovir medicin partnership global region local leader persist treatment gap mother child unaccept new scientif breakthrough within reach chang trajectori said chew luo associ director chief hiv unit nation child fund unit nation child fund welcom global commit progress made develop better diagnost approach optim regimen child improv outcom refer 1 unaid start free stay free aid free 2020 report 07 juli 2020 http www unaid org en resourc document 2020 start free stay free aid free 2020 progress report 2 http www accessdata fda gov drugsatfda_doc pepfar 214521pi pdf 3 unitaid press releas groundbreak agreement reduc 75 cost hiv treatment child low middl incom countri http unitaid org news blog groundbreak agreement reduc 75 cost hiv treatment child low middl incom countri en 4 world health organ updat recommend first line second line antiretrovir regimen post exposur prophylaxi recommend earli infant diagnosi hiv interim guidanc 1 decemb 2018 5 world health organ consider introduc new antiretrovir drug formul child polici brief 1 juli 2020,https://www.who.int/news-room
49,sinc global youth movement 1 1 youth initi launch world tb day 2019 follow adopt youth declar end tb first ever global youth townhal end tb signific progress past year 1 1 initi expand includ thousand youth across world countri like bangladesh nepal india indonesia philippin vietnam social medium platform set part 1 1 youth initi join follow 15000 young peopl includ end tb forum similarli global tb programm establish youth2endtb global youth network 1800 youth 95 countri alreadi join besid order recognis youth effort encourag youth engag end tb youth stori seri conduct moreov 50 differ youth led activ virtual event end tb conduct worldwid includ sensit young peopl peer educ train school univers encourag becom tb advoc support tb patient commun resourc advic encourag addit enthusiast cross countri youth dialogu seri start youth differ countri particip learn instanc one inspir exampl nepal young peopl countri establish nation provinci youth network help young peopl capac build ensur particip polici make commun level awar build programm likewis march 2020 vietnam nation tuberculosi program launch nation youth movement tb aim reach 10 million young peopl well educ primari school student tb knowledg good practic combat tb lung diseas anoth excit exampl indonesia nation youth movement tb conduct art exhibit well creat tb awar social medium campaign furthermor global tb program current develop train manual target end tb youth leader young survivor young health profession avail end tb channel open platform complet six region youth consult,https://www.who.int/news-room
50,behaviour insight unit releas meet report technic advisori group tag special session accept uptak covid 19 vaccin held 15 octob 2020 meet report outlin factor drive peopl behaviour relat vaccin accept uptak enabl environ social influenc motiv imag visual narrat captur highlight meet 15 octob 2020 tag behaviour insight scienc health discus behaviour consider relat covid 19 vaccin accept uptak discus structur around three key question,https://www.who.int/news-room
51,mark end year nurs midwif honor unveil 2020 list 100 outstand woman nurs midwiv partnership world health organ unit nation popul fund unfpa nurs intern council nurs icn intern confeder midwiv icm woman global health wgh featur achiev contribut nurs midwiv 43 countri across 6 global region recogn woman million nurs midwiv around world midwiv nurs overwhelm major woman backbon primari health system care monument year impact far beyond facil work howev dedic midwiv nurs epitom throughout onslaught pandem often goe unrecogn merit much applaus invest support safe decent work equal pay resourc equal say leadership despit shortag physic protect equip ppe lack support crippl uncertainti woman repres million nurs midwiv frontlin patient care provid solut everi day peopl around globe let u use stori everyday heroism servic call countri invest decent work new social contract woman health worker particularli nurs midwiv part commit health want nurs midwiv equal say decis make health system know best,https://www.who.int/news-room
52,scienc 5 convers scienc video audio seri expert explain scienc relat covid 19 seri avail everi week youtub instagram facebook twitter linkedin channel major podcast platform medium partnership get seri wider audienc plea contact u email protect download episod transcript,https://www.who.int/news-room
53,spend minut playground nurseri home probabl hear common request young child put finger mouth parent caregiv repeatedli tri shield child germ either virus bacteria lead common cold seriou infect like pneumonia infant toddler love crawl ground put finger mouth immatur immun system render suscept diseas includ caus drug resist microb present peopl anim food expo today antimicrobi resist amr major grow threat health human develop affect abil effect treat rang infect antibiot includ urinari tract infect sepsi form diarrhoea superbug bacteria resist multipl antibiot also becom preval child especi live low resourc set limit access health servic face even greater risk lack safe water poor sanitari condit hygien practic inadequ infect control enabl spread amr resist treatment like antiretrovir antimalari anti tuberculosi tb drug antifung drug threaten revers progress reduc child mortal low incom countri childhood death occur effect access antibiot absolut essenti treat common childhood diseas malaria pneumonia respiratori infect dysenteri well condit bacteri blood infect drug becom resist child chanc surviv threaten data speak today around 2 million child expo multidrug resist tb 5 million rifampicin resist tb one everi two infant newli diagnos hiv infect viru alreadi harbor resist commonli use first line antiretrovir arv drug resist first line arv high 63 7 infant diagnos hiv addit rapidli increas antibiot resist bacteria mean sever class antibiot tradit use combat common potenti deadli infect child diarrhoea pneumonia neonat sepsi longer effect yet amr threat child chanc surviv thrive lack access qualiti afford antimicrobi particularli low resourc set disrupt abil treat infect first place 2016 alon mani estim 6 3 million death among child 5 caus infecti diseas could avert increas access antibiot time also know resist develop rapidli misus overus antimicrobi medicin especi antibiot use human increas essenti child get full cours antimicrobi right time need also import health worker caregiv guard amr avoid mi use antimicrobi part world antimicrobi awar week partner aim increas awar amr encourag best practic among public health worker polici maker also aim bring forefront child right health world child day fall time opportun celebr reflect upon collect effort ensur child right includ right good health health care respect protect fulfil right health mean entitl qualiti health care includ access essenti drug medicin antimicrobi also mean right access appropri health inform includ proper use antimicrobi risk associ mi overus guid convent right child recognit child right health requir govern develop implement polici regul ensur child caregiv equit access antimicrobi inform use medicin addit polici regul protocol must place prevent prescript antimicrobi health profession avoid counter sale fulli stop child put finger mouth better protect increas threat amr child must left behind global amr respons uniqu need vulner must address right health upheld,https://www.who.int/news-room
54,behaviour cultur insight health mani factor affect health well medic rather social cultur polit psycholog econom behaviour cultur insight health refer knowledg deriv social scienc health human help u better understand driver barrier achiev highest attain standard health insight often context depend use design implement evalu health polici ensur effect accept equit,http://www.euro.who.int
55,middl east respiratori syndrom mer viral respiratori diseas first identifi saudi arabia 2012 far around 80 case regist saudi arabia small number infect europ sinc 2012 mer case report case across contin european countri treat case includ austria franc germani greec itali netherland turkey unit kingdom case import result spread viru case transmiss occur famili member contact last case report germani march 2015 expect addit case mer cov infect report middl east case continu export countri individu might acquir infect exposur dromedari camel anim product exampl consumpt raw camel milk human exampl health care set typic mer symptom includ fever cough short breath pneumonia common approxim 35 report patient die viru seem pas easili person person unless close contact occur provid unprotect care patient vaccin specif treatment current avail although vaccin treatment develop,http://www.euro.who.int
56,unit kingdom great britain northern ireland unit kingdom great britain northern ireland consist england northern ireland scotland wale peopl unit kingdom live longer woman continu higher life expect men 80 5 year 75 8 year respect 2030 1 5 peopl unit kingdom age 65 british peopl expect year unhealthi life peopl eur countri,http://www.euro.who.int
57,flagship report map health trend chart progress toward achiev health goal provid advanc base health polici highlight full report,http://www.euro.who.int
58,sinc mid 1980 member state european region report essenti health relat statist health hfa famili databas make one oldest sourc data base report data rather estim hfa famili databas also particularli valuabl hfa databas bring togeth indic part major monitor framework relev region health 2020 sustain develop goal indic cover basic demograph health statu health determin risk factor well health care resourc expenditur hfa databas allow access region nation subnat indic metadata visual interact onlin tool health explor data metadata graph map export share onlin social medium data come hfa data compil variou sourc includ network countri expert europ technic programm partner organ statist offic european union eurostat organis econom co oper develop unit nation agenc data updat annual europ constantli upgrad onlin databas analysi tool make easier access visual indic data integr europ data warehous public applic program interfac api hfa part european health inform gateway integr hfa databas part european health inform gateway websit show data theme make easi user visual inform use integr inform discoveri tool mobil applic call european health statist app make subset indic avail mobil offlin use indic also access via api,http://www.euro.who.int
59,2018 ii 16 page isbn 978 92 890 5344 0 public avail onlin public european health report everi three year give reader includ polici maker politician public health specialist journalist vital snapshot health european region progress toward health well report also show trend progress toward goal health 2020 european health polici reveal gap progress inequ area concern uncertainti action must taken,http://www.euro.who.int
60,seehn polit institut forum set govern albania bosnia herzegovina bulgaria montenegro republ moldova romania serbia former yugoslav republ macedonia promot peac reconcili health region 2011 israel becam 9th member network europ lend technic support seehn variou health project base sub region cooper strategi sign bilater tel aviv 10 juli 2018 1 januari 2010 seehn took ownership region cooper health develop auspic region cooper council rcc see region cooper process rcc main purpos provid leadership sustain ownership member countri maintain concert health develop action launch dubrovnik pledg 2001 maintain skopj pledg 2005 memorandum understand 2008 background 1999 intern commun establish stabil pact south eastern europ see conflict prevent reconstruct process region 2001 health compon ad pact social cohes initi bring peopl togeth across border improv health whole region seehn receiv polit technic financi support 10 partner countri 5 intern organ decad seehn undisput vehicl health develop area mental health communic diseas food safeti nutrit blood safeti tobacco control inform system matern neonat health public health servic health system banja luka pledg sign third health minist forum health polici south eastern europ share goal respons 13 14 octob 2011 banja luka bosnia herzegovina see govern made polit commit extend subregion cooper enhanc partnership toward achiev equiti account health implement whole govern approach focu noncommunic diseas banja luka pledg 2011 sign effect,http://www.euro.who.int
61,european programm work 2020 2025 unit action better health europ troubl view page plea upgrad latest version internet browser tri differ browser,http://www.euro.who.int
